,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
2809,3782.0,outside,32.1573841,-94.3374199,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,250.25,236.67991051349352,16.0,979.0,0.0,2005.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
2932,3832.0,outside,32.1573841,-94.3374199,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,135.5,204.878549159955,17.0,931.0,0.0,2006.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
3493,4077.0,outside,32.1573841,-94.3374199,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,149.75,233.27758109546767,35.0,950.0,0.0,2009.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
1853,21093.0,outside,32.1573841,-94.3374199,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2855.0,638.5,280.1993338492367,7.0,955.0,1.0,1994.0,1.0,5,-94.3374199,32.1573841,-97.4,42.4
4919,26960.0,outside,32.18726,-94.25998,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,261.5,215.16055681105925,7.0,998.0,0.0,2016.0,1.0,5,-94.25998,32.18726,-97.4,42.4
6423,4220.0,outside,32.275238,-94.345186,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12102.0,237.5,154.7406630346033,26.0,944.0,0.0,2022.0,1.0,5,-94.345186,32.275238,-97.4,42.4
1421,19806.0,outside,32.2532134,-93.1657218,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1584.0,318.0,233.8188308439596,32.0,971.0,0.0,1987.0,1.0,2,-93.1657218,32.2532134,-97.4,42.4
4352,5361.0,outside,32.284483,-93.304966,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,197.5,231.9760378597168,12.0,966.0,0.0,2013.0,1.0,2,-93.304966,32.284483,-97.4,42.4
7984,,,,,1987.0,32.3,-92.7,tropical depression,-1.0,25,-1009,,,,,,,,,1987.0,0.0,2,-92.7,32.3,-82.3,26.3
5202,26310.0,outside,32.35204,-93.68041,2017.0,31.0,-92.0,0,,25,-999,0.0,0.0,10495.0,39.0,92.0,12.0,990.0,0.0,2017.0,1.0,5,-93.68041,32.35204,-52.0,13.0
5814,25305.0,outside,32.35292,-93.67785,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,217.0,108.71259000837132,24.0,993.0,0.0,2020.0,1.0,5,-93.67785,32.35292,-97.4,42.4
5540,25662.0,human,32.35415,-93.67843,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,241.5,156.54876688725042,18.0,990.0,0.0,2019.0,1.0,5,-93.67843,32.35415,-97.4,42.4
4190,5447.0,human,32.355821,-93.67777,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8751.0,290.75,288.2759016203474,3.0,997.0,0.0,2012.0,1.0,5,-93.67777,32.355821,-97.4,42.4
2825,23158.0,human,32.3568222,-92.9804374,2005.0,31.0,-89.0,0,,80,-948,0.0,0.0,7007.0,0.0,217.0,13.0,920.0,0.0,2005.0,1.0,2,-92.9804374,32.3568222,-75.1,23.1
2433,3652.0,outside,32.3568222,-92.9804374,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5983.0,218.5,292.43308927599946,30.0,962.0,0.0,2003.0,1.0,2,-92.9804374,32.3568222,-97.4,42.4
3404,4044.0,outside,32.3803257,-93.7333537,2008.0,32.0,-93.0,0,,30,-989,0.0,0.0,7921.0,7.0,23.0,29.0,954.0,0.0,2008.0,1.0,5,-93.7333537,32.3803257,-67.4,13.5
5216,26286.0,outside,32.23895,-95.02666667,2017.0,31.0,-92.0,0,,30,-998,0.0,0.0,10494.0,55.0,156.0,23.0,978.0,0.0,2017.0,1.0,5,-95.02666667,32.23895,-52.0,13.0
3175,23684.0,outside,32.2745983,-94.9785515,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7184.0,618.5,220.04329113499747,8.0,931.0,0.0,2007.0,1.0,5,-94.9785515,32.2745983,-97.4,42.4
3975,28962.0,outside,32.34464,-94.8804,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,221.5,286.13611395668494,8.0,996.0,0.0,2011.0,1.0,5,-94.8804,32.34464,-97.4,42.4
2172,21945.0,outside,32.3862619,-94.8757709,2000.0,0.0,0.0,0,,12,-1050,0.0,0.0,4607.0,547.5,289.2597655492566,1.0,1002.0,0.0,2000.0,1.0,5,-94.8757709,32.3862619,-97.4,42.4
2689,3744.0,outside,32.3862619,-94.8757709,2004.0,30.0,-90.0,0,,25,-1002,0.0,0.0,6848.0,44.0,271.0,9.0,979.0,0.0,2004.0,1.0,5,-94.8757709,32.3862619,-90.9,24.0
3426,24114.0,outside,32.3862619,-94.8757709,2008.0,31.0,-95.0,0,,50,-974,0.0,0.0,8011.0,9.0,53.0,31.0,950.0,0.0,2008.0,1.0,5,-94.8757709,32.3862619,-37.0,17.2
1942,21421.0,outside,32.3862619,-94.8757709,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3430.0,186.25,295.3649552645212,15.0,999.0,0.0,1996.0,1.0,5,-94.8757709,32.3862619,-97.4,42.4
2126,3537.0,outside,32.3906948,-94.579209,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4604.0,134.25,286.23458147153315,2.0,1002.0,0.0,1999.0,1.0,5,-94.579209,32.3906948,-97.4,42.4
4558,27874.0,outside,32.44166,-94.81077,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,541.5,222.60088975900803,7.0,977.0,0.0,2014.0,1.0,5,-94.81077,32.44166,-97.4,42.4
1051,2685.0,outside,32.462781,-94.65536790000002,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,936.0,231.25,230.2945071451438,8.0,994.0,0.0,1983.0,1.0,5,-94.65536790000002,32.462781,-97.4,42.4
1201,16183.0,outside,32.3803257,-93.7333537,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,993.0,189.5,256.1473518435347,17.0,962.0,0.0,1984.0,1.0,5,-93.7333537,32.3803257,-97.4,42.4
3459,4075.0,outside,32.3803257,-93.7333537,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,115.75,215.02699668659707,36.0,950.0,0.0,2009.0,1.0,5,-93.7333537,32.3803257,-97.4,42.4
5607,4558.0,outside,32.388631,-92.929657,2019.0,32.0,-93.0,0,,35,-1007,0.0,0.0,10974.0,10.0,39.0,32.0,984.0,0.0,2019.0,1.0,2,-92.929657,32.388631,-87.6,27.7
5639,4541.0,outside,32.3894,-92.939,2019.0,31.0,-94.0,0,,25,-1009,0.0,0.0,11146.0,7.0,141.0,28.0,984.0,0.0,2019.0,1.0,2,-92.939,32.3894,-94.8,28.3
5151,4841.0,outside,32.398736,-92.922969,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,728.5,255.54891365934824,6.0,999.0,0.0,2017.0,1.0,2,-92.922969,32.398736,-97.4,42.4
284,12854.0,outside,32.4011382,-93.7943157,1979.0,32.0,-89.0,0,,30,-998,0.0,0.0,274.0,8.0,227.0,4.0,986.0,0.0,1979.0,1.0,5,-93.7943157,32.4011382,-75.0,22.0
3485,24392.0,human,32.4011382,-93.7943157,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,143.75,213.65300838141368,36.0,950.0,0.0,2009.0,1.0,5,-93.7943157,32.4011382,-97.4,42.4
3114,3917.0,outside,32.4509872,-92.9793265,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7185.0,538.25,247.9377812336297,15.0,920.0,0.0,2007.0,1.0,2,-92.9793265,32.4509872,-97.4,42.4
3595,4111.0,outside,32.4509872,-92.9793265,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,252.75,214.18290905302123,38.0,950.0,0.0,2009.0,1.0,2,-92.9793265,32.4509872,-97.4,42.4
3018,23354.0,outside,32.4511482,-93.6319131,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7185.0,239.25,263.88244484218336,20.0,928.0,0.0,2006.0,1.0,5,-93.6319131,32.4511482,-97.4,42.4
5782,4490.0,outside,32.310625,-93.967239,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,184.0,96.7634161187706,24.0,993.0,0.0,2020.0,1.0,5,-93.967239,32.310625,-97.4,42.4
2051,3455.0,outside,32.3159894,-94.5165913,1997.0,0.0,0.0,0,,12,-1050,0.0,0.0,3430.0,647.25,278.6226980222561,16.0,999.0,0.0,1997.0,1.0,5,-94.5165913,32.3159894,-97.4,42.4
5786,4487.0,outside,32.37383,-93.943656,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11146.0,189.0,101.21810649481208,24.0,993.0,0.0,2020.0,1.0,5,-93.943656,32.37383,-97.4,42.4
1050,15476.0,outside,32.3747895,-93.9164585,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,936.0,227.25,206.96615448823883,8.0,994.0,0.0,1983.0,1.0,5,-93.9164585,32.3747895,-97.4,42.4
5140,4849.0,outside,32.407525,-94.429813,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9793.0,709.5,197.0190590346028,7.0,998.0,0.0,2017.0,1.0,5,-94.429813,32.407525,-97.4,42.4
5378,25894.0,outside,32.42684,-94.561733,2018.0,33.0,-91.0,0,,15,-1014,0.0,0.0,10777.0,37.0,194.0,27.0,990.0,0.0,2018.0,1.0,5,-94.561733,32.42684,-79.4,24.2
2728,23043.0,outside,32.4979304,-94.1110209,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,128.25,238.43109604018755,12.0,997.0,0.0,2005.0,1.0,5,-94.1110209,32.4979304,-97.4,42.4
2751,23053.0,outside,32.4979304,-94.1110209,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,157.25,238.43109604018755,12.0,997.0,0.0,2005.0,1.0,5,-94.1110209,32.4979304,-97.4,42.4
2545,22787.0,outside,32.5416032,-94.3663067,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6090.0,226.5,299.9123526277345,10.0,962.0,0.0,2004.0,1.0,5,-94.3663067,32.5416032,-97.4,42.4
3347,4014.0,human,32.5416032,-94.3663067,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7667.0,247.0,134.32257370807957,7.0,985.0,0.0,2008.0,1.0,5,-94.3663067,32.5416032,-97.4,42.4
2715,3773.0,outside,32.462781,-94.65536790000002,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,108.25,263.43393758577736,9.0,982.0,0.0,2005.0,1.0,5,-94.65536790000002,32.462781,-97.4,42.4
2265,22168.0,outside,32.462781,-94.65536790000002,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5389.0,346.25,251.7898991585682,22.0,1002.0,0.0,2002.0,1.0,5,-94.65536790000002,32.462781,-97.4,42.4
3735,29325.0,outside,32.47413,-94.7185,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,576.75,216.59322318699768,24.0,950.0,0.0,2010.0,1.0,5,-94.7185,32.47413,-97.4,42.4
4588,27828.0,outside,32.47599,-94.71869,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,569.5,219.2318352250454,7.0,977.0,0.0,2014.0,1.0,5,-94.71869,32.47599,-97.4,42.4
3844,29163.0,outside,32.47831,-94.868,2010.0,34.0,-97.0,0,,20,-1005,0.0,0.0,8397.0,21.0,232.0,7.0,1003.0,0.0,2010.0,1.0,5,-94.868,32.47831,-95.0,20.0
5215,26289.0,outside,32.47849,-94.86813,2017.0,31.0,-92.0,0,,30,-998,0.0,0.0,10494.0,54.0,156.0,22.0,978.0,0.0,2017.0,1.0,5,-94.86813,32.47849,-52.0,13.0
3685,29377.0,outside,32.4785,-94.8679,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,523.75,218.77620531808543,24.0,950.0,0.0,2010.0,1.0,5,-94.8679,32.4785,-97.4,42.4
6148,24935.0,outside,32.47973,-94.83668,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,243.25,265.7270862511405,27.0,991.0,0.0,2021.0,1.0,5,-94.83668,32.47973,-97.4,42.4
5276,26135.0,outside,32.48095,-94.83635,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10492.0,185.25,237.321922485415,22.0,978.0,0.0,2018.0,1.0,5,-94.83635,32.48095,-97.4,42.4
4279,28333.0,human,32.48128,-94.83778,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,142.5,220.2624222489618,7.0,977.0,0.0,2013.0,1.0,5,-94.83778,32.48128,-97.4,42.4
4189,28546.0,outside,32.4813,-94.8373,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,649.5,277.93792913526204,7.0,1003.0,0.0,2012.0,1.0,5,-94.8373,32.4813,-97.4,42.4
3770,29296.0,outside,32.48191,-94.83511,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,611.75,217.98228861341693,24.0,950.0,0.0,2010.0,1.0,5,-94.83511,32.48191,-97.4,42.4
5665,25490.0,outside,32.482,-94.83943,2019.0,31.0,-94.0,0,,25,-1009,0.0,0.0,11146.0,39.0,95.0,23.0,993.0,0.0,2019.0,1.0,5,-94.83943,32.482,-94.8,28.3
6019,25070.0,outside,32.4823,-94.83008,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11691.0,124.25,266.0374128247136,27.0,991.0,0.0,2021.0,1.0,5,-94.83008,32.4823,-97.4,42.4
3698,29362.0,outside,32.48248,-94.8391,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,540.75,218.0133094158798,24.0,950.0,0.0,2010.0,1.0,5,-94.8391,32.48248,-97.4,42.4
4555,27878.0,outside,32.48252,-94.84004,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,538.5,220.20729246517456,7.0,977.0,0.0,2014.0,1.0,5,-94.84004,32.48252,-97.4,42.4
5488,25707.0,outside,32.48265,-94.83272,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,192.5,206.11692905052388,27.0,978.0,0.0,2019.0,1.0,5,-94.83272,32.48265,-97.4,42.4
3915,29027.0,outside,32.483,-94.8388,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8399.0,153.5,277.79920497600347,7.0,1003.0,0.0,2011.0,1.0,5,-94.8388,32.483,-97.4,42.4
3689,29370.0,outside,32.48325,-94.83034,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,8016.0,532.75,217.812327197586,24.0,950.0,0.0,2010.0,1.0,5,-94.83034,32.48325,-97.4,42.4
4611,27792.0,outside,32.4836,-94.8305,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9161.0,594.5,220.0154815514549,7.0,977.0,0.0,2014.0,1.0,5,-94.8305,32.4836,-97.4,42.4
769,13817.0,outside,32.4545928,-93.7079745,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,600.0,156.75,266.3370349742423,25.0,975.0,0.0,1981.0,1.0,5,-93.7079745,32.4545928,-97.4,42.4
967,14694.0,outside,32.4545928,-93.7079745,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,600.0,549.75,266.3370349742423,4.0,1004.0,0.0,1982.0,1.0,5,-93.7079745,32.4545928,-97.4,42.4
948,2445.0,outside,32.4562654,-93.26405710000002,1982.0,0.0,0.0,0,,12,-1050,0.0,0.0,600.0,492.75,282.48936545733585,5.0,1004.0,0.0,1982.0,1.0,2,-93.26405710000002,32.4562654,-97.4,42.4
5552,25652.0,outside,32.463,-93.7874,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10777.0,251.5,156.32433482620144,17.0,990.0,0.0,2019.0,1.0,5,-93.7874,32.463,-97.4,42.4
593,13505.0,outside,32.5159852,-93.7321228,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,495.0,208.5,295.0853570265777,20.0,975.0,0.0,1980.0,1.0,5,-93.7321228,32.5159852,-97.4,42.4
362,12940.0,outside,32.5159852,-93.7321228,1979.0,30.0,-94.0,0,,30,-1000,0.0,0.0,333.0,35.0,152.0,19.0,992.0,0.0,1979.0,1.0,5,-93.7321228,32.5159852,-46.3,12.5
598,13505.0,outside,32.5159852,-93.7321228,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,495.0,208.5,295.0853570265777,20.0,975.0,0.0,1980.0,1.0,5,-93.7321228,32.5159852,-97.4,42.4
603,13505.0,outside,32.5159852,-93.7321228,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,495.0,208.5,295.0853570265777,20.0,975.0,0.0,1980.0,1.0,5,-93.7321228,32.5159852,-97.4,42.4
1058,15671.0,outside,32.5251516,-93.7501789,1983.0,0.0,0.0,0,,12,-1050,0.0,0.0,936.0,254.25,192.89497599774,8.0,994.0,0.0,1983.0,1.0,5,-93.7501789,32.5251516,-97.4,42.4
1009,15127.0,outside,32.5251516,-93.7501789,1982.0,32.0,-92.0,0,,30,-1006,0.0,0.0,934.0,50.0,58.0,8.0,994.0,0.0,1982.0,1.0,5,-93.7501789,32.5251516,-91.8,26.8
1607,20267.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,175.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1717,20477.0,outside,31.9685988,-99.9018131,1991.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,663.0,192.4120651880504,7.0,999.0,0.0,1991.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1606,20265.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,172.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1720,20486.0,outside,31.9685988,-99.9018131,1991.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,685.0,192.4120651880504,7.0,999.0,0.0,1991.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1725,20485.0,outside,31.9685988,-99.9018131,1991.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,696.0,192.4120651880504,5.0,1000.0,0.0,1991.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1898,21312.0,outside,31.9685988,-99.9018131,1995.0,33.0,-98.0,0,,20,-1004,0.0,0.0,3412.0,10.0,108.0,10.0,1003.0,0.0,1995.0,1.0,0,-99.9018131,31.9685988,-86.6,26.1
2107,3530.0,outside,31.9685988,-99.9018131,1998.0,29.0,-101.0,0,,20,-1008,0.0,0.0,4498.0,30.0,193.0,6.0,1003.0,0.0,1998.0,1.0,0,-99.9018131,31.9685988,-92.3,25.3
1603,20275.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,168.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1604,20274.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,171.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1541,20152.0,outside,31.9685988,-99.9018131,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1859.0,203.75,292.8102768729412,4.0,1001.0,0.0,1989.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1611,20277.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,194.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1303,2950.0,outside,31.9685988,-99.9018131,1985.0,0.0,0.0,0,,12,-1050,0.0,0.0,995.0,587.0,242.13071742831565,6.0,990.0,0.0,1985.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1901,21338.0,outside,31.9685988,-99.9018131,1995.0,33.0,-98.0,0,,20,-1004,0.0,0.0,3412.0,17.0,108.0,10.0,1003.0,0.0,1995.0,1.0,0,-99.9018131,31.9685988,-86.6,26.1
1986,21472.0,outside,31.9685988,-99.9018131,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3421.0,299.25,108.41428646975822,10.0,1003.0,0.0,1996.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1519,3104.0,outside,31.9685988,-99.9018131,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1859.0,157.75,292.8102768729412,4.0,1001.0,0.0,1989.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1608,20272.0,outside,31.9685988,-99.9018131,1990.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,176.0,192.4120651880504,11.0,999.0,0.0,1990.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1990,21477.0,outside,31.9685988,-99.9018131,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3421.0,311.25,108.41428646975822,10.0,1003.0,0.0,1996.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1492,20078.0,outside,31.9685988,-99.9018131,1988.0,33.0,-99.0,0,,25,-1002,0.0,0.0,1858.0,28.0,85.0,4.0,1001.0,0.0,1988.0,1.0,0,-99.9018131,31.9685988,-54.0,12.0
2012,21569.0,human,31.9685988,-99.9018131,1997.0,0.0,0.0,0,,12,-1050,0.0,0.0,3421.0,521.25,108.41428646975822,10.0,1003.0,0.0,1997.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1523,20134.0,outside,31.9685988,-99.9018131,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1859.0,160.75,292.8102768729412,4.0,1001.0,0.0,1989.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1318,2964.0,outside,31.9685988,-99.9018131,1985.0,0.0,0.0,0,,12,-1050,0.0,0.0,995.0,669.0,242.13071742831565,6.0,990.0,0.0,1985.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1290,2942.0,outside,31.9685988,-99.9018131,1985.0,0.0,0.0,0,,12,-1050,0.0,0.0,995.0,544.0,242.13071742831565,6.0,990.0,0.0,1985.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
2164,21936.0,outside,31.9685988,-99.9018131,2000.0,0.0,0.0,0,,12,-1050,0.0,0.0,4498.0,522.0,193.08404135060724,6.0,1003.0,0.0,2000.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
2011,21572.0,outside,31.9685988,-99.9018131,1997.0,0.0,0.0,0,,12,-1050,0.0,0.0,3421.0,518.25,108.41428646975822,10.0,1003.0,0.0,1997.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
1975,21463.0,outside,31.9685988,-99.9018131,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3421.0,279.25,108.41428646975822,10.0,1003.0,0.0,1996.0,1.0,0,-99.9018131,31.9685988,-97.4,42.4
2538,22789.0,outside,31.9806732,-102.6151505,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6099.0,216.0,174.79394823927515,3.0,1003.0,0.0,2004.0,1.0,0,-102.6151505,31.9806732,-97.4,42.4
3612,4115.0,outside,31.9806732,-102.6151505,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7586.0,668.75,229.7631845730171,2.0,1006.0,0.0,2009.0,1.0,0,-102.6151505,31.9806732,-97.4,42.4
1900,21330.0,outside,31.9806732,-102.6151505,1995.0,33.0,-98.0,0,,20,-1004,0.0,0.0,3412.0,14.0,250.0,6.0,1004.0,0.0,1995.0,1.0,0,-102.6151505,31.9806732,-86.6,26.1
3501,24225.0,outside,31.9806732,-102.6151505,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7586.0,558.75,229.7631845730171,2.0,1006.0,0.0,2009.0,1.0,0,-102.6151505,31.9806732,-97.4,42.4
3585,24285.0,outside,31.9806732,-102.6151505,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7586.0,636.75,229.7631845730171,2.0,1006.0,0.0,2009.0,1.0,0,-102.6151505,31.9806732,-97.4,42.4
2626,22811.0,outside,31.9916009,-102.0832543,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6099.0,346.0,195.1478379929552,5.0,999.0,0.0,2004.0,1.0,0,-102.0832543,31.9916009,-97.4,42.4
2415,22489.0,outside,31.9916009,-102.0832543,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5802.0,225.0,285.35974502519736,1.0,1003.0,0.0,2003.0,1.0,0,-102.0832543,31.9916009,-97.4,42.4
2737,23026.0,outside,31.9916009,-102.0832543,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6099.0,591.0,195.1478379929552,4.0,999.0,0.0,2005.0,1.0,0,-102.0832543,31.9916009,-97.4,42.4
2360,22474.0,human,31.9916009,-102.0832543,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5802.0,162.0,285.35974502519736,1.0,1003.0,0.0,2003.0,1.0,0,-102.0832543,31.9916009,-97.4,42.4
1094,2808.0,outside,31.996942,-102.0736519,1983.0,33.0,-98.0,0,,25,-1006,0.0,0.0,993.0,27.0,253.0,4.0,1003.0,0.0,1983.0,1.0,0,-102.0736519,31.996942,-90.5,27.0
2498,22623.0,human,31.9973456,-102.0779146,2003.0,29.0,-102.0,0,,35,-1007,0.0,0.0,6098.0,49.0,188.0,5.0,999.0,0.0,2003.0,1.0,0,-102.0779146,31.9973456,-70.0,14.8
1534,20137.0,outside,31.9973456,-102.0779146,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1858.0,177.0,161.56946663535444,3.0,1002.0,0.0,1989.0,1.0,0,-102.0779146,31.9973456,-97.4,42.4
2731,23024.0,outside,31.9973456,-102.0779146,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6099.0,582.0,195.6511700177003,4.0,999.0,0.0,2005.0,1.0,0,-102.0779146,31.9973456,-97.4,42.4
1699,20456.0,outside,31.9973456,-102.0779146,1991.0,0.0,0.0,0,,12,-1050,0.0,0.0,2014.0,614.0,269.5384729406687,3.0,1007.0,0.0,1991.0,1.0,0,-102.0779146,31.9973456,-97.4,42.4
2526,22788.0,outside,31.9973456,-102.0779146,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6099.0,201.0,195.6511700177003,5.0,999.0,0.0,2004.0,1.0,0,-102.0779146,31.9973456,-97.4,42.4
4008,28926.0,outside,32.004805,-102.005505,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8391.0,267.25,224.953015169292,5.0,996.0,0.0,2011.0,1.0,0,-102.005505,32.004805,-97.4,42.4
5110,26506.0,outside,32.014114,-102.02795,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9794.0,660.0,293.6853373672135,3.0,999.0,0.0,2017.0,1.0,0,-102.02795,32.014114,-97.4,42.4
4122,28627.0,outside,32.01426,-102.02737,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8391.0,573.25,225.6959777701772,5.0,996.0,0.0,2012.0,1.0,0,-102.02737,32.01426,-97.4,42.4
4101,28659.0,human,32.01435,-102.01776,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8391.0,544.25,225.21375996770269,5.0,996.0,0.0,2012.0,1.0,0,-102.01776,32.01435,-97.4,42.4
5122,26481.0,outside,32.016096,-102.015804,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9794.0,684.0,292.9722888156289,3.0,999.0,0.0,2017.0,1.0,0,-102.015804,32.016096,-97.4,42.4
3985,28954.0,outside,32.017047,-102.026175,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8391.0,231.25,225.53504709311056,5.0,996.0,0.0,2011.0,1.0,0,-102.026175,32.017047,-97.4,42.4
